,SPLIT,QED,logP,TPSA,HBD,HBA,valence,maxCharge,minCharge,jIndex,molWt,can
37196,train,0.848482611,3.42562,67.43,2,3,108,0.337692445,-0.46540939,2.126298766,284.315,COC(=O)c1cccc(NC(=O)Nc2ccccc2)c1C
30456,train,0.922179132,2.39392,47.28,1,4,96,0.133111993,-0.48963922,1.873182411,311.179,Cc1nccn1CC(O)COc1ccccc1Br
919290,train,0.867555369,2.9065,47.48,0,5,122,0.183466191,-0.490244929,1.973913189,317.364,CC(C)Oc1ccccc1-c1ncc(F)c(N2CCOCC2)n1
1507689,train,0.789058135,3.2122,50.7,1,5,94,0.223042524,-0.349312775,1.765593237,268.345,c1ccc(-c2ccnc(NCc3cccs3)n2)nc1
784499,train,0.923096436,1.7152,58.64,1,3,114,0.408975093,-0.45273561,1.764277744,294.326,COC(=O)N1CCC(NC(=O)Cc2ccc(F)cc2)CC1
1509474,train,0.862503549,1.795,66.48,1,3,114,0.240358854,-0.315172759,2.526318923,308.403,C=CCNS(=O)(=O)c1ccc2c(c1)C(C)(C)CC(=O)N2C
641156,train,0.91359604,3.05962,67.35,1,5,122,0.323537549,-0.37637472,1.684817672,332.429,Cc1csc(NC(=O)N(Cc2cccnc2)CC2CCCO2)n1
150692,train,0.725374505,3.6489,46.92,1,3,118,0.253809546,-0.351878883,1.552614852,331.778,O=C(NCCCn1cnc2ccccc21)c1cc(Cl)ccc1F
376265,train,0.817821311,0.6917,53.09,0,4,130,0.254125307,-0.37777419,1.794974826,331.416,CCN1CCN(C(=O)c2ccccc2)C(C(=O)N2CCOCC2)C1
679689,train,0.818217363,2.15638,61.92,0,4,102,0.257571817,-0.322874884,2.208571981,260.341,CN(C(=O)c1cnn(C(C)(C)C)c1)C1(C#N)CCC1
1362812,train,0.819909517,1.73832,86.11,1,6,124,0.305347336,-0.465968247,1.999921594,318.377,CCOC(=O)CCC(C)NC(=O)c1cnc2c(c1)c(C)nn2C
1275027,train,0.787920632,0.2628,64.66,0,7,100,0.146782923,-0.312362165,1.410513319,259.317,c1ncn(CCN2CCn3c(nnc3C3CC3)C2)n1
1265266,train,0.921891933,3.64918,35.82,1,3,92,0.133532132,-0.371545392,2.189806442,268.263,N#Cc1ccsc1NCc1c(F)cc(F)cc1F
280779,train,0.866246689,3.15422,66.48,1,3,128,0.242399932,-0.326052979,2.039215458,338.473,Cc1ccc(NC(=O)CCC2CCCC2)cc1S(=O)(=O)N(C)C
1133134,train,0.821053431,2.2466,68.01,2,3,96,0.254769491,-0.383013715,2.270819511,253.305,C=CCNC(=O)c1ccc(-c2ccccc2)nc1N
582666,train,0.939392128,3.6697,56.13,1,2,112,0.321392305,-0.32326613,2.057213743,297.333,Cc1ccc(F)cc1NC(=O)N(C)Cc1cccc(C#N)c1
1239341,train,0.862026724,3.2848,47.36,0,4,132,0.274662338,-0.496756567,1.651617424,339.439,COc1cccc(C2CCCN2C(=O)c2nn(C)c3c2CCCC3)c1
1428448,train,0.835689678,2.3247,59.06,1,3,108,0.211129803,-0.264715536,2.604454087,284.425,CC(C)CCS(=O)(=O)NCC(C)(C)c1ccncc1
357775,train,0.743115265,3.3369,46.09,0,4,114,0.232548922,-0.311480547,1.511693059,321.405,O=C(Cc1csc(-c2ccccn2)n1)N1CCc2ccccc21
573323,train,0.912506133,2.1697,56.15,1,4,100,0.250994484,-0.374864677,2.091228999,279.727,COCC(=O)Nc1ccnn1Cc1cccc(Cl)c1
1576439,train,0.860241334,3.41164,53.76,0,3,132,0.256607071,-0.47177383,1.61970143,340.423,Cc1ccc(N(C)C(=O)C2CCN(C(=O)c3ccoc3)CC2)c(C)c1
802315,train,0.817660529,3.2085,58.56,2,3,122,0.250923446,-0.388877951,1.745430122,333.815,CC(OCC(O)CNC(=O)c1cccc(Cl)c1)c1ccccc1
655022,train,0.835596612,1.9941,71.57,0,6,98,0.156787965,-0.29773319,1.999067546,274.349,Cc1csc(C(C#N)C(=O)CCc2cnn(C)c2)n1
548056,train,0.687810907,3.3217,52.32,1,3,98,0.339235469,-0.46170395,1.927261672,275.735,Nc1ccc(Cl)c(C(=O)OCCc2ccccc2)c1
463979,train,0.725529168,3.33564,72.37,0,5,118,0.310916034,-0.450645721,1.711658432,311.341,Cc1ccc2oc(-c3nnc(C(=O)N4CCCC4)o3)c(C)c2c1
1444852,train,0.808636714,2.68462,41.49,0,5,134,0.224917,-0.377773867,1.54071682,340.471,Cc1ccc(CC(C)N(C)Cc2cnc(N3CCOCC3)nc2)cc1
1383069,train,0.591659513,3.39092,68.87,1,5,106,0.24819546,-0.365599509,1.781186884,315.423,Cc1cc2c(SCc3ccc(C(N)=O)cc3)ncnc2s1
471371,train,0.844676794,1.4679,58.22,1,4,100,0.163730041,-0.378792737,1.62144229,259.309,O=C(CCN1CCOCC1)c1ccc2[nH]cnc2c1
60707,train,0.847803249,2.8921,75.27,2,3,118,0.240541714,-0.326097074,2.762031132,312.435,CCCCC(=O)Nc1ccc(S(=O)(=O)NC(C)(C)C)cc1
1017722,train,0.780285014,3.98968,78.92,1,4,118,0.252067341,-0.443521559,1.737337407,337.766,N#CC(NC(=O)c1ccc(-c2cnco2)cc1)c1ccc(Cl)cc1
721748,train,0.89746968,3.34792,68.01,2,3,104,0.273844247,-0.398618213,2.326352005,269.348,Cc1cccc(C(C)C)c1NC(=O)c1cc(N)ccn1
422268,train,0.799303837,1.8845,64.09,1,4,112,0.328651873,-0.380011699,1.998882167,296.326,COCc1ccc(Cn2c(=O)[nH]c3ccccc3c2=O)cc1
555673,train,0.939747216,2.80098,65.88,1,3,106,0.266223134,-0.493889364,2.175519312,280.327,CCOc1ccc(-c2c3c([nH]c(=O)c2C#N)CCC3)cc1
1313208,train,0.822315533,3.2836,59.59,2,4,122,0.243274351,-0.496684269,1.980595814,318.348,CCOc1ccccc1NC(=O)CNc1cc(OC)ccc1F
1318444,train,0.819407191,2.9458,67.79,2,4,128,0.251090071,-0.496768192,1.984403868,329.396,CCOc1ccc(C(=O)NC(C)C(O)c2ccc(OC)cc2)cc1
773255,train,0.88279211,1.9039,72.53,1,5,124,0.317719692,-0.467467171,1.604284491,318.377,Cn1nccc1CNC(=O)N(Cc1ccco1)CC1CCCO1
227887,train,0.650908635,0.8874,72.68,1,6,100,0.329317845,-0.309204381,2.793248258,278.337,C=CCSc1nc2c(c(=O)[nH]c(=O)n2C)n1CC=C
1379861,train,0.709712781,3.57188,75.6,0,5,102,0.259042516,-0.333515118,1.993124491,345.131,N#Cc1ccc(-c2noc(-c3cc(F)ccc3Br)n2)nc1
457450,train,0.863364377,0.6822,70.25,2,4,106,0.2481604,-0.374871402,1.772994115,274.324,COCC(=O)N1CCNC(c2nc3ccccc3[nH]2)C1
1162260,train,0.817329863,1.8761,62.74,0,4,136,0.22814434,-0.381448789,1.674877691,345.443,CCOCC1CCN(C(=O)C2CC(=O)N(C)C2c2cccnc2)CC1
1029722,train,0.873501123,0.92924,87.16,2,6,118,0.225443144,-0.395971521,1.752267955,303.366,Cc1cc(C)nc(N2CCOC(c3cc(CCO)[nH]n3)C2)n1
602561,train,0.777554336,1.97,73.66,0,6,130,0.409557478,-0.459022439,1.483857807,341.367,O=C(OCCN1CCOC1=O)c1nn(-c2ccccc2)c2c1CCC2
1194716,train,0.834773867,1.43902,64.63,1,4,102,0.337833274,-0.496461976,1.940048086,263.293,COc1cc(C(=O)OCC2CCC(=O)N2)ccc1C
606458,train,0.874014823,2.1582,74.44,1,4,104,0.248338451,-0.48996458,2.155215582,272.304,CCOc1cc(C(N)=O)ccc1OCc1cccnc1
881925,train,0.755692866,3.30562,79.38,2,5,118,0.169634294,-0.362579251,1.707399694,308.389,Cc1nc(NCc2n[nH]c(-c3ccccc3)n2)cc(C(C)C)n1
502412,train,0.826392395,2.5507,38.49,1,3,100,0.151077311,-0.398557973,2.388088807,256.296,CCC1COC(C)CN1c1c(F)cc(N)cc1F
296608,train,0.810611022,2.37754,78.43,3,3,114,0.25497058,-0.50712178,1.961952302,298.342,Cc1cccc(C)c1NC(=O)CNC(=O)c1ccccc1O
990171,train,0.823356491,0.9214,55.95,0,5,100,0.256854377,-0.333702567,1.736715498,259.313,Cn1cc(C(=O)N2CCCC2Cn2cccn2)cn1
1212489,train,0.935384498,3.54172,48.99,1,2,122,0.415909855,-0.348030473,1.763533533,323.318,Cc1nc(C(=O)N(Cc2ccc(C(F)(F)F)cc2)C2CC2)c[nH]1
70800,train,0.668953486,2.6194,81.42,2,4,124,0.338207894,-0.451989831,1.5602113,324.38,Nc1cccc(C(=O)OCC(=O)NC2CCCc3ccccc32)c1
349324,train,0.798678464,3.31622,80.91,1,6,112,0.256941521,-0.339008152,1.740845508,314.37,CCc1nc(-c2ccc(C(=O)Nc3nc(C)cs3)cc2)no1
375208,train,0.816342831,0.9332,57.69,0,3,110,0.253398779,-0.33727651,2.067361757,300.355,CS(=O)(=O)N1CCCN(C(=O)c2ccc(F)cc2)CC1
686685,train,0.890836637,3.93664,67.16,2,3,106,0.322815584,-0.428462214,1.951536285,338.205,Cc1nc(NC(=O)NC(C)c2ccc(Br)cc2)oc1C
1429744,train,0.734689161,1.9401,53.09,0,3,136,0.320006294,-0.377774211,1.616434471,337.464,CC1CCCC(C)N1C(=O)N1CCCC(C(=O)N2CCOCC2)C1
1226034,train,0.815300564,1.5977,70.39,2,4,122,0.317496828,-0.394532991,1.598524471,314.389,O=C(NC1CC1)N(CCO)Cc1cnn(Cc2ccccc2)c1
775926,train,0.798356395,2.44382,85.84,1,6,122,0.327921354,-0.315018124,1.734421373,327.319,Cc1noc(NC(=O)c2nn(-c3ccccc3F)c3c2CCC3)n1
1560646,train,0.778402701,1.689,49.85,0,3,132,0.411299041,-0.36221866,1.790564757,348.296,O=C(COCC(F)(F)F)N1CCN(C(=O)c2ccc(F)cc2)CC1
1405948,train,0.825647472,1.86852,64.74,1,5,114,0.269052332,-0.350644628,1.814982367,289.383,Cc1cnn(CCCNC(=O)c2cc(C(C)C)nn2C)c1
57329,train,0.766863571,2.3024,99.94,2,6,116,0.181685445,-0.496768216,1.907672749,307.357,COc1ccc(Cc2c(N)nc(-c3ccccn3)nc2N)cc1
1029241,train,0.924471345,3.00896,83.9,1,6,132,0.228302034,-0.332679381,1.904758074,340.431,CC(=O)N1CCCCC1c1nc(C)cc(Nc2nc(C)cc(C)n2)n1
1512966,train,0.874934871,2.27474,58.04,2,5,92,0.13838052,-0.394545034,2.593209642,251.355,CCc1nc(NCCO)c2c(C)c(C)sc2n1
952079,train,0.782037601,3.5321,53.92,1,3,118,0.256038159,-0.360316257,1.692446074,328.803,Cn1cc(C2CCCN2C(=O)c2c[nH]c3cc(Cl)ccc23)cn1
214397,train,0.756142018,3.07692,70.23,3,3,130,0.251070658,-0.375933995,1.55689447,341.386,Cc1cc(F)ccc1NCC(=O)Nc1cccc(C(=O)NC2CC2)c1
1576883,train,0.578623896,1.0409,75.27,2,3,108,0.22001471,-0.354576493,2.247910324,280.299,CC(=O)NCCNC(=O)CCC(=O)c1ccc(F)cc1
1214685,train,0.801493724,3.5254,54.88,1,4,110,0.229924049,-0.325651013,1.66202183,313.357,O=C(Cc1csc(-c2cccnc2)n1)Nc1cccc(F)c1
1094823,train,0.807931917,2.3907,34.15,1,3,102,0.212305685,-0.49294724,1.793733265,270.307,Fc1ccc(C2NCCc3cc4c(cc32)OCC4)cn1
212856,train,0.828745759,2.78524,64.63,1,4,126,0.325253933,-0.49676777,1.802712464,327.38,COc1ccc(C(=O)NCC(=O)OCc2cc(C)cc(C)c2)cc1
1385922,train,0.850354793,3.48612,47.04,1,5,112,0.212986657,-0.477360467,1.525635623,303.431,Cc1ncc(C(C)NCc2ccnc(OCC3CC3)c2)s1
936663,train,0.6071653,2.0039,69.9,0,6,100,0.310688089,-0.426527913,1.9354558,260.297,CC(C)CCC(=O)Oc1ccc(-n2cnnn2)cc1
681619,train,0.891087729,3.1999,54.02,2,3,94,0.321217774,-0.32886295,2.019193879,261.35,CC(C)(NC(=O)Nc1nccs1)c1ccccc1
1446303,train,0.79187111,1.76102,42.76,0,6,136,0.216140613,-0.477886895,1.756305813,336.48,CCOc1c(CN2CC3OCCN(C)C3C2)c(C)nn1CC(C)C
1248634,train,0.858382961,3.6994,22.12,0,3,84,0.132553505,-0.495579319,2.022097474,298.205,COc1ccc(CCc2nccs2)cc1Br
262593,train,0.782533219,3.123,46.92,1,3,122,0.251001313,-0.351702861,1.550309431,327.334,O=C(NCCc1ccc(-n2cccn2)cc1)c1cc(F)cc(F)c1
565214,train,0.913193498,3.15542,80.06,1,6,120,0.166907016,-0.496624427,2.35066311,312.373,COc1ccc(C(C)Nc2nnc(C)c(C)c2C#N)c(OC)c1
208944,train,0.753903048,2.9076,70.23,3,3,130,0.253093526,-0.375500552,1.594977458,345.349,O=C(CNc1ccccc1C(=O)NC1CC1)Nc1ccc(F)c(F)c1
1345201,train,0.891302277,1.49532,71.53,1,5,126,0.249133985,-0.368932159,1.659075827,345.424,Cc1nc(CNC(=O)C2COCC(=O)N2Cc2ccccc2)cs1
993633,train,0.828738804,0.81402,62.53,1,6,96,0.221621047,-0.354258717,1.91723614,265.342,Cc1cn2nc(N3CCNC(=O)CC3C)sc2n1
778892,train,0.892253469,2.6192,72.63,1,3,136,0.222680516,-0.496757609,1.584870556,344.455,COc1ccc2c(c1)CCCC2CC(=O)N1CCC(CC(N)=O)CC1
358397,train,0.941888299,2.42232,64.11,1,5,110,0.262889122,-0.376385773,1.698225324,303.387,Cc1nc(-c2ccccn2)sc1C(=O)NCC1CCCO1
1260363,train,0.567823876,3.6358,68.34,2,4,116,0.21227281,-0.49605388,1.926192396,306.369,CCc1ccc(OC)c(-c2cn3c(nc4cc(N)ccc43)[nH]2)c1
573935,train,0.670677572,2.1588,74.08,0,7,118,0.327680949,-0.457764227,1.70499263,329.381,CCc1nc(COC(=O)Cn2ncc(=O)c3ccccc32)cs1
3875,train,0.836668161,2.3797,46.61,0,3,112,0.417386046,-0.378710662,2.419502728,329.727,O=S(=O)(c1ccc(Cl)c(C(F)(F)F)c1)N1CCOCC1
948731,train,0.933699834,3.6738,32.34,1,2,114,0.253351427,-0.380855744,1.616651933,298.361,O=C(c1ccc(NCc2ccccc2F)cc1)N1CCCC1
1009226,train,0.670654887,1.403,82.1,0,8,130,0.279649219,-0.378792252,1.364426017,340.387,c1ccc(CCn2cc(-c3nc(CN4CCOCC4)no3)nn2)cc1
1576823,train,0.681937909,0.3624,78.43,3,3,98,0.221998398,-0.394544208,2.672400022,250.298,CC(=O)NC(CC(=O)NCCO)c1ccccc1
1039451,train,0.906312589,1.8645,89.26,2,3,110,0.258179005,-0.321902832,2.32376321,312.297,NS(=O)(=O)c1ccc(F)c(C(=O)Nc2ccc(F)cc2)c1
184414,train,0.740925849,2.6476,72.18,1,6,112,0.252611268,-0.324028482,1.618540725,337.767,O=C(CSc1nc2ncccn2n1)Nc1ccc(F)cc1Cl
947427,train,0.774546646,2.5396,63.05,1,6,124,0.262783285,-0.377652451,1.652480357,341.44,CN(C)c1cccc(CNC(=O)c2cnc(-c3cnn(C)c3)s2)c1
1413349,train,0.505973763,3.1973,66.24,0,6,130,0.378355833,-0.480527426,1.725977843,347.374,C#CCOc1ccccc1C(C)OC(=O)c1ncn(-c2ccccc2)n1
136609,train,0.85122089,2.80574,70.67,2,4,100,0.234359981,-0.325064326,1.92030734,296.783,Cc1n[nH]c(SCC(=O)Nc2cc(Cl)ccc2C)n1
60290,train,0.873484981,2.4324,58.97,0,4,108,0.285258996,-0.496756757,1.968113995,302.355,COc1cccc(CN2C=NS(=O)(=O)c3ccccc32)c1
388414,train,0.83030638,1.3914,99,1,7,126,0.313970595,-0.456907942,1.733734906,333.323,CCCn1nnnc1COC(=O)C1CC(=O)Nc2cc(F)ccc21
933117,train,0.778102075,2.463,69.04,1,5,126,0.266496278,-0.479948326,1.329158443,334.379,O=C(Nc1ccn(CCc2ccncc2)n1)C1Cc2ccccc2O1
275735,train,0.409333694,2.7928,78.51,0,6,122,0.420001477,-0.425211154,1.743499078,325.32,CCC(=O)c1ccc(OC(=O)Cn2c(=O)oc3ccccc32)cc1
1159492,train,0.660558235,1.1295,103.65,2,7,126,0.25242773,-0.369158459,1.591570786,327.392,CCn1c(N)nc2cc(C(=O)NCCCc3cnn(C)c3)cnc21
754286,train,0.714815052,1.7031,85.41,2,5,86,0.218297616,-0.36815527,2.269922911,293.128,Cn1c(-c2n[nH]c(N)n2)nc2cc(Br)ccc21
1129538,train,0.888095914,3.11628,75.01,1,4,112,0.225641917,-0.491700926,2.0529103,295.342,CCOc1ccccc1NC(=O)CC(C#N)c1cccnc1
1496640,train,0.88958763,1.6337,45.23,1,4,102,0.240074138,-0.354211707,1.438278401,277.393,O=C(NCC1CC1)C12CC(CN1Cc1nccs1)C2
105459,train,0.58313778,2.2379,90.02,1,7,114,0.346926099,-0.422111584,1.782064845,326.337,O=C(Cn1ncc2c(=O)oc3ccccc3c21)Nc1nccs1
227662,train,0.822310105,1.5976,58.2,2,2,110,0.242112486,-0.353759004,1.370980729,276.38,O=C1CCC(C(=O)NCC23CC4CC(CC(C4)C2)C3)N1
105247,train,0.80619893,1.7555,95.34,1,7,122,0.360026392,-0.49519703,1.969141362,338.751,CCOC(=O)c1cn(CC(=O)Nc2ccc(OC)c(Cl)c2)nn1
1555718,train,0.930127802,3.38156,62.3,1,3,130,0.2552163,-0.338360215,1.696616709,337.423,Cc1cc(C)c(NC(=O)c2ccc(CN3CCCC3=O)cc2)c(C)n1
1238947,train,0.864315046,3.3466,23.55,0,3,110,0.253946968,-0.371176311,1.561624673,300.427,CN(CC1CCN(c2ccccc2)C1)C(=O)c1ccsc1
1015364,train,0.764275587,2.3074,83.81,2,5,96,0.235954794,-0.443547523,1.654569097,274.305,O=C(Cc1coc(-c2cccs2)n1)Nc1cn[nH]c1
342170,train,0.922625977,3.8689,46.92,1,3,104,0.256305203,-0.306762098,1.755817878,334.217,CC(C1CC1)n1nccc1NC(=O)c1ccc(Br)cc1
1451190,train,0.721681254,1.78142,93.29,3,6,118,0.221438233,-0.490828282,1.834200246,302.378,CCc1cnc(N)nc1NCC(O)COc1ccc(C)cc1
1284524,train,0.774316473,2.08918,74.59,1,4,108,0.321110306,-0.49119381,2.442189215,277.324,COCCOc1ccc(NC(=O)N(C)CCC#N)cc1
178473,train,0.638346498,2.9767,82.06,1,6,132,0.338623377,-0.50169916,2.180988854,348.326,COc1cc(C(=O)OC(C)C(=O)c2ccc(F)cc2)cc(OC)c1O
443459,train,0.826404509,1.99554,72.18,1,6,114,0.229979572,-0.355365274,1.961511717,307.423,Cc1cc2nnc(SCC(=O)NCCC(C)C)n2c(C)n1
1219010,train,0.709711755,3.76152,46.09,0,4,122,0.232844369,-0.307610222,1.853663649,341.411,Cc1nc(CC(=O)N(Cc2cccnc2)c2ccc(F)cc2)cs1
648079,train,0.80874402,1.5099,64.63,1,4,108,0.572639093,-0.404341247,2.991837926,299.27,COCCNS(=O)(=O)c1ccccc1OC(F)(F)F
2295,train,0.860107905,2.8851,55.4,1,3,92,0.305527028,-0.468984775,2.557839476,276.119,COC(=O)CCC(=O)Nc1cc(Cl)ccc1Cl
908456,train,0.882313958,1.02362,90.01,2,4,120,0.272027981,-0.368140426,2.013264044,316.336,Cc1ccc(-n2nc(C(=O)NCC(N)=O)c3c2CCC3)c(F)c1
867834,train,0.792129328,4.02532,55.13,1,5,96,0.267879944,-0.337810952,1.777927729,290.369,Cc1ccsc1C(=O)Nc1cc(-c2ccsc2)no1
1435857,train,0.916222414,1.31434,73.38,1,5,128,0.247397815,-0.367372776,1.814994124,332.379,Cc1nn(-c2ccc(F)cc2)c(C)c1CN1CCOC(C(N)=O)C1
447721,train,0.80379404,3.43642,68.02,1,4,110,0.255158401,-0.339308047,1.743731364,297.289,Cc1nc(-c2ccc(C(=O)Nc3ccc(F)cc3)cc2)no1
564577,train,0.616781442,0.9674,88.08,1,7,102,0.181590872,-0.49460075,2.216232772,263.301,COCCCn1nnnc1-c1ccc(OC)c(N)c1
268639,train,0.772378246,0.57988,71.03,0,7,108,0.331597755,-0.351896154,2.185230689,302.359,Cn1c(N2CCc3sccc3C2)c(C#N)c(=O)n(C)c1=O
126491,train,0.904636649,3.51414,58.2,2,2,108,0.255438666,-0.326260862,2.192278171,282.343,CC(=O)Nc1cccc(NC(=O)c2cc(C)ccc2C)c1
964392,train,0.796187335,0.4627,57.69,0,3,108,0.228165952,-0.337704127,1.635341039,294.376,CS(=O)(=O)N1CC(C(=O)N2CCc3ccccc3C2)C1
982973,train,0.943565326,3.36062,67.6,1,4,116,0.32311847,-0.496768197,1.72410583,301.346,COc1ccc(C2CCCN2C(=O)Nc2cc(C)on2)cc1
965316,train,0.909562423,2.7,47.56,1,3,120,0.22575228,-0.496476581,1.640290377,303.402,COc1ccccc1CC(C)(C)NC(=O)C1CC2CCC1O2
725087,train,0.865892427,2.2952,63.68,0,4,116,0.266946653,-0.496767112,2.331849628,323.345,COc1ccc(S(=O)(=O)N(C)C(=O)c2cccc(F)c2)cc1
1036658,train,0.617180552,2.65582,94.03,1,8,120,0.248704285,-0.358441152,1.611458271,321.344,Cc1cc(NC(C)c2nc(-c3cccnc3)no2)n2nccc2n1
1211715,train,0.774586849,3.07152,70.84,1,5,130,0.230008928,-0.423518752,1.369124234,337.427,Cc1cc(C2CCCN(Cc3nnc(Cc4ccccc4)o3)C2)n[nH]1
1053400,train,0.653175671,4.14802,70.15,0,6,130,0.338841573,-0.469227562,1.694011099,339.395,Cc1occc1COC(=O)c1cc(C2CC2)nc2c1cnn2C(C)C
399931,train,0.880622426,2.97192,73.22,1,5,124,0.266242864,-0.49531779,1.932291614,335.429,COc1ccc(C)cc1S(=O)(=O)Nc1ccnn1C(C)C1CC1
108664,train,0.772128444,3.19052,54.88,1,3,98,0.275393019,-0.320360433,1.908070058,263.3,Cc1ccccc1NC(=O)c1cnc2ccccc2n1
689211,train,0.812521513,1.0745,72.7,1,5,100,0.241597332,-0.351761228,1.839499717,251.334,CCc1nnnn1CC(=O)NC1CCCCCC1
1147461,train,0.874905151,3.03024,66.4,2,4,114,0.240479607,-0.38619008,2.15019595,345.873,Cc1ccc(Cl)cc1S(=O)(=O)NCC(O)c1sccc1C
1384032,train,0.764210857,3.5922,48.13,2,2,128,0.243709426,-0.361167197,1.501001904,337.398,O=C1C(NCc2cccc3[nH]ccc23)CCCN1c1ccccc1F
1412252,train,0.777257126,0.1191,86.71,2,4,122,0.237125514,-0.391680466,1.825086511,326.418,CS(=O)(=O)NCC(=O)N1CCC(Cc2ccc(CO)cc2)C1
308117,train,0.788484583,3.10466,72.7,1,6,124,0.247465238,-0.300325824,1.73807639,345.403,Cc1nc(C)n(CC(=O)Nc2nc(-c3ccc(F)cc3)c(C)s2)n1
823450,train,0.807628972,3.7997,33.2,0,2,104,0.255069128,-0.335758216,2.208302222,313.159,CN(Cc1ccccn1)C(=O)c1cc(F)c(Cl)cc1Cl
152138,train,0.815785139,1.9865,72.47,1,4,122,0.320853362,-0.459837409,1.953209937,341.335,O=C(CNS(=O)(=O)c1c(F)cccc1F)OCc1ccccc1
54968,train,0.507198241,2.80052,65.1,0,5,112,0.272825913,-0.437170954,2.20730945,304.305,Cc1nc2oc3ccccc3c(=O)c2c(=O)n1-c1ccccc1
833080,train,0.80673498,2.9125,38.13,0,4,100,0.159354195,-0.368945322,2.190045937,277.755,CC(=O)c1ccc(N(C)Cc2cnn(C)c2)c(Cl)c1
442628,train,0.853544337,2.1406,58.95,2,3,110,0.314567353,-0.337879662,1.436530798,284.363,O=C(NCc1ccc(Cn2cccn2)cc1)NCC1CC1
779514,train,0.789672309,3.12944,64.63,1,4,124,0.261789358,-0.488986442,2.286753874,335.425,COCCOc1ccccc1NS(=O)(=O)c1cc(C)ccc1C
1297721,train,0.862079099,2.99762,55.4,1,3,120,0.310266599,-0.455310808,1.81294076,319.307,Cc1cccc(NC(=O)COC(=O)Cc2ccc(F)c(F)c2)c1
896810,train,0.840612761,2.81612,48.15,0,4,78,0.257546037,-0.495553355,2.452002934,269.098,COc1cc(-c2nc(C)no2)ccc1Br
529472,train,0.899531127,1.30912,63.99,1,4,102,0.240389619,-0.336180924,2.053743669,283.328,Cc1cc(F)ccc1S(=O)(=O)NCCn1ccnc1
1317902,train,0.893031061,2.52722,63.24,1,3,100,0.223869062,-0.326054029,2.89523336,269.366,CCCCC(=O)Nc1ccc(C)c(S(C)(=O)=O)c1
1207045,train,0.768515614,2.66262,61.36,3,2,106,0.319031955,-0.394241527,2.560180883,268.332,Cc1cc(NC(=O)NC(CO)CC(C)C)ccc1F
1434715,train,0.821383382,2.65342,29.77,0,4,116,0.400850384,-0.383360041,2.186523295,301.312,COCCN(Cc1cnc2ccc(C)cn12)CC(F)(F)F
464737,train,0.733966702,3.29404,90.14,1,7,124,0.376062396,-0.460091786,2.101729673,330.319,CCOC(=O)c1nc(Nc2ccc(F)cc2C)c2c(C)noc2n1
781365,train,0.769342389,3.1277,54.34,1,3,134,0.253451091,-0.349722187,1.901409596,349.434,CN(C)C(=O)CC(NC(=O)c1cn(C)c2ccccc12)c1ccccc1
425359,train,0.872322834,1.3429,57.61,1,3,90,0.242636813,-0.395003538,3.044744761,263.746,CCN(CCO)S(=O)(=O)c1ccc(Cl)cc1
496562,train,0.904220968,1.9963,57.61,1,3,96,0.244176721,-0.395003538,3.251655303,298.191,CCN(CCO)S(=O)(=O)c1cccc(Cl)c1Cl
1118434,train,0.875505747,3.0249,41.99,1,2,104,0.253023668,-0.343037278,2.191595784,276.286,CC(C)(NC(=O)c1ccc(F)nc1)c1cccc(F)c1
16306,train,0.848394165,2.6169,71.34,2,3,122,0.24271929,-0.467476477,1.872932515,306.406,CC(C)C(NC(=O)C1CCCCC1)C(=O)NCc1ccco1
396663,train,0.936831206,3.31,56.79,1,4,124,0.264647008,-0.480886094,1.405452613,325.364,CC(Oc1ccc2c(c1)CCC2)C(=O)Nc1ccc2c(c1)OCO2
1253678,train,0.732817144,2.3342,69.62,1,5,100,0.239234017,-0.366496699,1.920804901,265.32,Nc1nc2n(n1)C(c1cccc3cccnc13)CCC2
1519235,train,0.812446994,3.334,42.43,0,3,130,0.255269523,-0.375708069,1.521146628,336.435,O=C(c1cccnc1)N1CCC(OCC2CC2)C1Cc1ccccc1
1100500,train,0.924062309,2.2915,72.63,1,3,110,0.409821483,-0.44368829,2.807303981,282.315,CN(Cc1ccc(F)c(C(N)=O)c1)C(=O)OC(C)(C)C
1022393,train,0.768716732,1.476,108.72,3,6,126,0.41395908,-0.44725396,1.621724433,331.332,O=C(Nc1cccc(N2CCOC2=O)c1)Nc1ccn(CCO)n1
250724,train,0.798341006,2.5339,61.46,1,4,128,0.25355557,-0.494586249,1.464815007,336.395,COc1ccccc1N1CCN(C(=O)c2ccc3[nH]cnc3c2)CC1
1271038,train,0.784433571,3.372,39.44,0,3,78,0.341540208,-0.463416631,2.51758393,269.094,CCOC(=O)c1coc2ccc(Br)cc12
553906,train,0.860071427,3.22038,56.65,1,2,84,0.265990755,-0.327937624,2.787880465,265.099,N#Cc1c(-c2cccc(Cl)c2Cl)cc[nH]c1=O
272404,train,0.821289953,2.5675,71.34,2,3,126,0.220025462,-0.469273823,1.533067898,326.396,O=C(CCC1(Cc2ccco2)CCC(=O)N1)NCc1ccccc1
784904,train,0.776383977,2.68402,77.13,1,5,128,0.271804123,-0.464204575,1.765248953,337.379,Cc1ccc(C(C)NC(=O)c2ccc(=O)n(Cc3ccccc3)n2)o1
1082276,train,0.943712979,2.83782,54.88,1,4,112,0.432979934,-0.351560407,1.972574276,315.32,Cc1cc(C(F)(F)F)nc(CCNC(=O)c2ccsc2)n1
